"gutenberg_id" "text"
110 ""
110 "“I’ve been told that it goes up into their horns at such times,” said a"
110 "dairymaid."
110 ""
110 "“Well, as to going up into their horns,” replied Dairyman Crick"
110 "dubiously, as though even witchcraft might be limited by anatomical"
110 "possibilities, “I couldn’t say; I certainly could not. But as nott cows"
110 "will keep it back as well as the horned ones, I don’t quite agree to"
110 "it. Do ye know that riddle about the nott cows, Jonathan? Why do nott"
110 "cows give less milk in a year than horned?”"
110 ""
110 "“I don’t!” interposed the milkmaid, “Why do they?”"
110 ""
110 "“Because there bain’t so many of ’em,” said the dairyman. “Howsomever,"
110 "these gam’sters do certainly keep back their milk to-day. Folks, we"
110 "must lift up a stave or two—that’s the only cure for’t.”"
110 ""
110 "Songs were often resorted to in dairies hereabout as an enticement to"
110 "the cows when they showed signs of withholding their usual yield; and"
110 "the band of milkers at this request burst into melody—in purely"
110 "business-like tones, it is true, and with no great spontaneity; the"
110 "result, according to their own belief, being a decided improvement"
110 "during the song’s continuance. When they had gone through fourteen or"
110 "fifteen verses of a cheerful ballad about a murderer who was afraid to"
110 "go to bed in the dark because he saw certain brimstone flames around"
110 "him, one of the male milkers said—"
110 ""
110 "“I wish singing on the stoop didn’t use up so much of a man’s wind! You"
110 "should get your harp, sir; not but what a fiddle is best.”"
110 ""
110 "Tess, who had given ear to this, thought the words were addressed to"
110 "the dairyman, but she was wrong. A reply, in the shape of “Why?” came"
110 "as it were out of the belly of a dun cow in the stalls; it had been"
110 "spoken by a milker behind the animal, whom she had not hitherto"
110 "perceived."
110 ""
110 "“Oh yes; there’s nothing like a fiddle,” said the dairyman. “Though I"
110 "do think that bulls are more moved by a tune than cows—at least that’s"
110 "my experience. Once there was an old aged man over at Mellstock—William"
110 "Dewy by name—one of the family that used to do a good deal of business"
110 "as tranters over there—Jonathan, do ye mind?—I knowed the man by sight"
110 "as well as I know my own brother, in a manner of speaking. Well, this"
110 "man was a coming home along from a wedding, where he had been playing"
110 "his fiddle, one fine moonlight night, and for shortness’ sake he took a"
110 "cut across Forty-acres, a field lying that way, where a bull was out to"
110 "grass. The bull seed William, and took after him, horns aground, begad;"
110 "and though William runned his best, and hadn’t _much_ drink in him"
110 "(considering ’twas a wedding, and the folks well off), he found he’d"
110 "never reach the fence and get over in time to save himself. Well, as a"
110 "last thought, he pulled out his fiddle as he runned, and struck up a"
110 "jig, turning to the bull, and backing towards the corner. The bull"
110 "softened down, and stood still, looking hard at William Dewy, who"
110 "fiddled on and on; till a sort of a smile stole over the bull’s face."
110 "But no sooner did William stop his playing and turn to get over hedge"
110 "than the bull would stop his smiling and lower his horns towards the"
110 "seat of William’s breeches. Well, William had to turn about and play"
110 "on, willy-nilly; and ’twas only three o’clock in the world, and ’a"
110 "knowed that nobody would come that way for hours, and he so leery and"
110 "tired that ’a didn’t know what to do. When he had scraped till about"
110 "four o’clock he felt that he verily would have to give over soon, and"
110 "he said to himself, ‘There’s only this last tune between me and eternal"
110 "welfare! Heaven save me, or I’m a done man.’ Well, then he called to"
110 "mind how he’d seen the cattle kneel o’ Christmas Eves in the dead o’"
110 "night. It was not Christmas Eve then, but it came into his head to play"
110 "a trick upon the bull. So he broke into the ’Tivity Hymm, just as at"
110 "Christmas carol-singing; when, lo and behold, down went the bull on his"
110 "bended knees, in his ignorance, just as if ’twere the true ’Tivity"
110 "night and hour. As soon as his horned friend were down, William turned,"
110 "clinked off like a long-dog, and jumped safe over hedge, before the"
110 "praying bull had got on his feet again to take after him. William used"
110 "to say that he’d seen a man look a fool a good many times, but never"
110 "such a fool as that bull looked when he found his pious feelings had"
110 "been played upon, and ’twas not Christmas Eve. Yes, William Dewy, that"
110 "was the man’s name; and I can tell you to a foot where’s he a-lying in"
110 "Mellstock Churchyard at this very moment—just between the second"
110 "yew-tree and the north aisle.”"
110 ""
110 "“It’s a curious story; it carries us back to medieval times, when faith"
110 "was a living thing!”"
110 ""
110 "The remark, singular for a dairy-yard, was murmured by the voice behind"
110 "the dun cow; but as nobody understood the reference, no notice was"
110 "taken, except that the narrator seemed to think it might imply"
110 "scepticism as to his tale."
110 ""
110 "“Well, ’tis quite true, sir, whether or no. I knowed the man well.”"
110 ""
110 "“Oh yes; I have no doubt of it,” said the person behind the dun cow."
110 ""
110 "Tess’s attention was thus attracted to the dairyman’s interlocutor, of"
110 "whom she could see but the merest patch, owing to his burying his head"
110 "so persistently in the flank of the milcher. She could not understand"
110 "why he should be addressed as “sir” even by the dairyman himself. But"
110 "no explanation was discernible; he remained under the cow long enough"
110 "to have milked three, uttering a private ejaculation now and then, as"
110 "if he could not get on."
110 ""
110 "“Take it gentle, sir; take it gentle,” said the dairyman. “’Tis knack,"
110 "not strength, that does it.”"
110 ""
110 "“So I find,” said the other, standing up at last and stretching his"
110 "arms. “I think I have finished her, however, though she made my fingers"
110 "ache.”"
110 ""
110 "Tess could then see him at full length. He wore the ordinary white"
110 "pinner and leather leggings of a dairy-farmer when milking, and his"
110 "boots were clogged with the mulch of the yard; but this was all his"
110 "local livery. Beneath it was something educated, reserved, subtle, sad,"
110 "differing."
110 ""
110 "But the details of his aspect were temporarily thrust aside by the"
110 "discovery that he was one whom she had seen before. Such vicissitudes"
110 "had Tess passed through since that time that for a moment she could not"
110 "remember where she had met him; and then it flashed upon her that he"
110 "was the pedestrian who had joined in the club-dance at Marlott—the"
110 "passing stranger who had come she knew not whence, had danced with"
110 "others but not with her, and slightingly left her, and gone on his way"
110 "with his friends."
110 ""
110 "The flood of memories brought back by this revival of an incident"
110 "anterior to her troubles produced a momentary dismay lest, recognizing"
110 "her also, he should by some means discover her story. But it passed"
110 "away when she found no sign of remembrance in him. She saw by degrees"
110 "that since their first and only encounter his mobile face had grown"
110 "more thoughtful, and had acquired a young man’s shapely moustache and"
110 "beard—the latter of the palest straw colour where it began upon his"
110 "cheeks, and deepening to a warm brown farther from its root. Under his"
110 "linen milking-pinner he wore a dark velveteen jacket, cord breeches and"
110 "gaiters, and a starched white shirt. Without the milking-gear nobody"
110 "could have guessed what he was. He might with equal probability have"
110 "been an eccentric landowner or a gentlemanly ploughman. That he was but"
110 "a novice at dairy work she had realized in a moment, from the time he"
110 "had spent upon the milking of one cow."
110 ""
110 "Meanwhile many of the milkmaids had said to one another of the"
110 "newcomer, “How pretty she is!” with something of real generosity and"
110 "admiration, though with a half hope that the auditors would qualify the"
110 "assertion—which, strictly speaking, they might have done, prettiness"
110 "being an inexact definition of what struck the eye in Tess. When the"
110 "milking was finished for the evening they straggled indoors, where Mrs"
110 "Crick, the dairyman’s wife—who was too respectable to go out milking"
110 "herself, and wore a hot stuff gown in warm weather because the"
110 "dairymaids wore prints—was giving an eye to the leads and things."
110 ""
110 "Only two or three of the maids, Tess learnt, slept in the dairy-house"
110 "besides herself, most of the helpers going to their homes. She saw"
110 "nothing at supper-time of the superior milker who had commented on the"
110 "story, and asked no questions about him, the remainder of the evening"
110 "being occupied in arranging her place in the bed-chamber. It was a"
110 "large room over the milk-house, some thirty feet long; the"
110 "sleeping-cots of the other three indoor milkmaids being in the same"
110 "apartment. They were blooming young women, and, except one, rather"
110 "older than herself. By bedtime Tess was thoroughly tired, and fell"
110 "asleep immediately."
110 ""
110 "But one of the girls, who occupied an adjoining bed, was more wakeful"
110 "than Tess, and would insist upon relating to the latter various"
110 "particulars of the homestead into which she had just entered. The"
110 "girl’s whispered words mingled with the shades, and, to Tess’s drowsy"
110 "mind, they seemed to be generated by the darkness in which they"
110 "floated."
110 ""
110 "“Mr Angel Clare—he that is learning milking, and that plays the"
110 "harp—never says much to us. He is a pa’son’s son, and is too much taken"
110 "up wi’ his own thoughts to notice girls. He is the dairyman’s"
110 "pupil—learning farming in all its branches. He has learnt sheep-farming"
110 "at another place, and he’s now mastering dairy-work.... Yes, he is"
110 "quite the gentleman-born. His father is the Reverend Mr Clare at"
110 "Emminster—a good many miles from here.”"
110 ""
110 "“Oh—I have heard of him,” said her companion, now awake. “A very"
110 "earnest clergyman, is he not?”"
110 ""
110 "“Yes—that he is—the earnestest man in all Wessex, they say—the last of"
110 "the old Low Church sort, they tell me—for all about here be what they"
110 "call High. All his sons, except our Mr Clare, be made pa’sons too.”"
110 ""
110 "Tess had not at this hour the curiosity to ask why the present Mr Clare"
110 "was not made a parson like his brethren, and gradually fell asleep"
110 "again, the words of her informant coming to her along with the smell of"
110 "the cheeses in the adjoining cheeseloft, and the measured dripping of"
110 "the whey from the wrings downstairs."
110 ""
110 ""
110 "<CHAPTER XVIII>"
110 ""
110 "Angel Clare rises out of the past not altogether as a distinct figure,"
110 "but as an appreciative voice, a long regard of fixed, abstracted eyes,"
110 "and a mobility of mouth somewhat too small and delicately lined for a"
110 "man’s, though with an unexpectedly firm close of the lower lip now and"
110 "then; enough to do away with any inference of indecision. Nevertheless,"
110 "something nebulous, preoccupied, vague, in his bearing and regard,"
110 "marked him as one who probably had no very definite aim or concern"
110 "about his material future. Yet as a lad people had said of him that he"
110 "was one who might do anything if he tried."
110 ""
110 "He was the youngest son of his father, a poor parson at the other end"
110 "of the county, and had arrived at Talbothays Dairy as a six months’"
110 "pupil, after going the round of some other farms, his object being to"
110 "acquire a practical skill in the various processes of farming, with a"
110 "view either to the Colonies or the tenure of a home-farm, as"
110 "circumstances might decide."
110 ""
110 "His entry into the ranks of the agriculturists and breeders was a step"
110 "in the young man’s career which had been anticipated neither by himself"
110 "nor by others."
110 ""
110 "Mr Clare the elder, whose first wife had died and left him a daughter,"
110 "married a second late in life. This lady had somewhat unexpectedly"
110 "brought him three sons, so that between Angel, the youngest, and his"
110 "father the Vicar there seemed to be almost a missing generation. Of"
110 "these boys the aforesaid Angel, the child of his old age, was the only"
110 "son who had not taken a University degree, though he was the single one"
110 "of them whose early promise might have done full justice to an"
110 "academical training."
110 ""
110 "Some two or three years before Angel’s appearance at the Marlott dance,"
110 "on a day when he had left school and was pursuing his studies at home,"
110 "a parcel came to the Vicarage from the local bookseller’s, directed to"
110 "the Reverend James Clare. The Vicar having opened it and found it to"
110 "contain a book, read a few pages; whereupon he jumped up from his seat"
110 "and went straight to the shop with the book under his arm."
110 ""
110 "“Why has this been sent to my house?” he asked peremptorily, holding up"
110 "the volume."
110 ""
110 "“It was ordered, sir.”"
110 ""
110 "“Not by me, or any one belonging to me, I am happy to say.”"
110 ""
110 "The shopkeeper looked into his order-book."
110 ""
110 "“Oh, it has been misdirected, sir,” he said. “It was ordered by Mr"
110 "Angel Clare, and should have been sent to him.”"
110 ""
110 "Mr Clare winced as if he had been struck. He went home pale and"
110 "dejected, and called Angel into his study."
110 ""
110 "“Look into this book, my boy,” he said. “What do you know about it?”"
110 ""
110 "“I ordered it,” said Angel simply."
110 ""
110 "“What for?”"
110 ""
110 "“To read.”"
110 ""
110 "“How can you think of reading it?”"
110 ""
110 "“How can I? Why—it is a system of philosophy. There is no more moral,"
110 "or even religious, work published.”"
110 ""
110 "“Yes—moral enough; I don’t deny that. But religious!—and for _you_, who"
110 "intend to be a minister of the Gospel!”"
110 ""
110 "“Since you have alluded to the matter, father,” said the son, with"
110 "anxious thought upon his face, “I should like to say, once for all,"
110 "that I should prefer not to take Orders. I fear I could not"
110 "conscientiously do so. I love the Church as one loves a parent. I shall"
110 "always have the warmest affection for her. There is no institution for"
110 "whose history I have a deeper admiration; but I cannot honestly be"
110 "ordained her minister, as my brothers are, while she refuses to"
110 "liberate her mind from an untenable redemptive theolatry.”"
110 ""
110 "It had never occurred to the straightforward and simple-minded Vicar"
110 "that one of his own flesh and blood could come to this! He was"
110 "stultified, shocked, paralysed. And if Angel were not going to enter"
110 "the Church, what was the use of sending him to Cambridge? The"
110 "University as a step to anything but ordination seemed, to this man of"
110 "fixed ideas, a preface without a volume. He was a man not merely"
110 "religious, but devout; a firm believer—not as the phrase is now"
110 "elusively construed by theological thimble-riggers in the Church and"
110 "out of it, but in the old and ardent sense of the Evangelical school:"
110 "one who could"
110 ""
110 "    Indeed opine"
110 "    That the Eternal and Divine"
110 "    Did, eighteen centuries ago"
110 "    In very truth..."
110 ""
110 "Angel’s father tried argument, persuasion, entreaty."
110 ""
110 "“No, father; I cannot underwrite Article Four (leave alone the rest),"
110 "taking it ‘in the literal and grammatical sense’ as required by the"
110 "Declaration; and, therefore, I can’t be a parson in the present state"
110 "of affairs,” said Angel. “My whole instinct in matters of religion is"
110 "towards reconstruction; to quote your favorite Epistle to the Hebrews,"
110 "‘the removing of those things that are shaken, as of things that are"
110 "made, that those things which cannot be shaken may remain.’”"
110 ""
110 "His father grieved so deeply that it made Angel quite ill to see him."
110 ""
110 "“What is the good of your mother and me economizing and stinting"
110 "ourselves to give you a University education, if it is not to be used"
110 "for the honour and glory of God?” his father repeated."
110 ""
110 "“Why, that it may be used for the honour and glory of man, father.”"
110 ""
110 "Perhaps if Angel had persevered he might have gone to Cambridge like"
110 "his brothers. But the Vicar’s view of that seat of learning as a"
110 "stepping-stone to Orders alone was quite a family tradition; and so"
110 "rooted was the idea in his mind that perseverance began to appear to"
110 "the sensitive son akin to an intent to misappropriate a trust, and"
110 "wrong the pious heads of the household, who had been and were, as his"
110 "father had hinted, compelled to exercise much thrift to carry out this"
110 "uniform plan of education for the three young men."
110 ""
110 "“I will do without Cambridge,” said Angel at last. “I feel that I have"
110 "no right to go there in the circumstances.”"
110 ""
110 "The effects of this decisive debate were not long in showing"
110 "themselves. He spent years and years in desultory studies,"
110 "undertakings, and meditations; he began to evince considerable"
110 "indifference to social forms and observances. The material distinctions"
110 "of rank and wealth he increasingly despised. Even the “good old family”"
110 "(to use a favourite phrase of a late local worthy) had no aroma for him"
110 "unless there were good new resolutions in its representatives. As a"
110 "balance to these austerities, when he went to live in London to see"
110 "what the world was like, and with a view to practising a profession or"
110 "business there, he was carried off his head, and nearly entrapped by a"
110 "woman much older than himself, though luckily he escaped not greatly"
110 "the worse for the experience."
110 ""
110 "Early association with country solitudes had bred in him an"
110 "unconquerable, and almost unreasonable, aversion to modern town life,"
110 "and shut him out from such success as he might have aspired to by"
110 "following a mundane calling in the impracticability of the spiritual"
110 "one. But something had to be done; he had wasted many valuable years;"
110 "and having an acquaintance who was starting on a thriving life as a"
110 "Colonial farmer, it occurred to Angel that this might be a lead in the"
110 "right direction. Farming, either in the Colonies, America, or at"
110 "home—farming, at any rate, after becoming well qualified for the"
110 "business by a careful apprenticeship—that was a vocation which would"
110 "probably afford an independence without the sacrifice of what he valued"
110 "even more than a competency—intellectual liberty."
110 ""
110 "So we find Angel Clare at six-and-twenty here at Talbothays as a"
110 "student of kine, and, as there were no houses near at hand in which he"
110 "could get a comfortable lodging, a boarder at the dairyman’s."
110 ""
110 "His room was an immense attic which ran the whole length of the"
110 "dairy-house. It could only be reached by a ladder from the cheese-loft,"
110 "and had been closed up for a long time till he arrived and selected it"
110 "as his retreat. Here Clare had plenty of space, and could often be"
110 "heard by the dairy-folk pacing up and down when the household had gone"
110 "to rest. A portion was divided off at one end by a curtain, behind"
110 "which was his bed, the outer part being furnished as a homely"
110 "sitting-room."
110 ""
110 "At first he lived up above entirely, reading a good deal, and strumming"
110 "upon an old harp which he had bought at a sale, saying when in a bitter"
110 "humour that he might have to get his living by it in the streets some"
110 "day. But he soon preferred to read human nature by taking his meals"
110 "downstairs in the general dining-kitchen, with the dairyman and his"
110 "wife, and the maids and men, who all together formed a lively assembly;"
110 "for though but few milking hands slept in the house, several joined the"
110 "family at meals. The longer Clare resided here the less objection had"
110 "he to his company, and the more did he like to share quarters with them"
110 "in common."
110 ""
110 "Much to his surprise he took, indeed, a real delight in their"
110 "companionship. The conventional farm-folk of his"
110 "imagination—personified in the newspaper-press by the pitiable dummy"
110 "known as Hodge—were obliterated after a few days’ residence. At close"
110 "quarters no Hodge was to be seen. At first, it is true, when Clare’s"
110 "intelligence was fresh from a contrasting society, these friends with"
110 "whom he now hobnobbed seemed a little strange. Sitting down as a level"
110 "member of the dairyman’s household seemed at the outset an undignified"
110 "proceeding. The ideas, the modes, the surroundings, appeared"
110 "retrogressive and unmeaning. But with living on there, day after day,"
110 "the acute sojourner became conscious of a new aspect in the spectacle."
110 "Without any objective change whatever, variety had taken the place of"
110 "monotonousness. His host and his host’s household, his men and his"
110 "maids, as they became intimately known to Clare, began to differentiate"
110 "themselves as in a chemical process. The thought of Pascal’s was"
110 "brought home to him: “_A mesure qu’on a plus d’esprit, on trouve qu’il"
110 "y a plus d’hommes originaux. Les gens du commun ne trouvent pas de"
110 "différence entre les hommes_.” The typical and unvarying Hodge ceased"
110 "to exist. He had been disintegrated into a number of varied"
110 "fellow-creatures—beings of many minds, beings infinite in difference;"
110 "some happy, many serene, a few depressed, one here and there bright"
110 "even to genius, some stupid, others wanton, others austere; some mutely"
110 "Miltonic, some potentially Cromwellian—into men who had private views"
110 "of each other, as he had of his friends; who could applaud or condemn"
110 "each other, amuse or sadden themselves by the contemplation of each"
110 "other’s foibles or vices; men every one of whom walked in his own"
110 "individual way the road to dusty death."
110 ""
110 "Unexpectedly he began to like the outdoor life for its own sake, and"
110 "for what it brought, apart from its bearing on his own proposed career."
110 "Considering his position he became wonderfully free from the chronic"
110 "melancholy which is taking hold of the civilized races with the decline"
110 "of belief in a beneficent Power. For the first time of late years he"
110 "could read as his musings inclined him, without any eye to cramming for"
110 "a profession, since the few farming handbooks which he deemed it"
110 "desirable to master occupied him but little time."
110 ""
110 "He grew away from old associations, and saw something new in life and"
110 "humanity. Secondarily, he made close acquaintance with phenomena which"
110 "he had before known but darkly—the seasons in their moods, morning and"
110 "evening, night and noon, winds in their different tempers, trees,"
110 "waters and mists, shades and silences, and the voices of inanimate"
110 "things."
110 ""
110 "The early mornings were still sufficiently cool to render a fire"
110 "acceptable in the large room wherein they breakfasted; and, by Mrs"
110 "Crick’s orders, who held that he was too genteel to mess at their"
110 "table, it was Angel Clare’s custom to sit in the yawning chimney-corner"
110 "during the meal, his cup-and-saucer and plate being placed on a hinged"
110 "flap at his elbow. The light from the long, wide, mullioned window"
110 "opposite shone in upon his nook, and, assisted by a secondary light of"
110 "cold blue quality which shone down the chimney, enabled him to read"
110 "there easily whenever disposed to do so. Between Clare and the window"
110 "was the table at which his companions sat, their munching profiles"
110 "rising sharp against the panes; while to the side was the milk-house"
110 "door, through which were visible the rectangular leads in rows, full to"
110 "the brim with the morning’s milk. At the further end the great churn"
110 "could be seen revolving, and its slip-slopping heard—the moving power"
110 "being discernible through the window in the form of a spiritless horse"
110 "walking in a circle and driven by a boy."
110 ""
110 "For several days after Tess’s arrival Clare, sitting abstractedly"
110 "reading from some book, periodical, or piece of music just come by"
110 "post, hardly noticed that she was present at table. She talked so"
110 "little, and the other maids talked so much, that the babble did not"
110 "strike him as possessing a new note, and he was ever in the habit of"
110 "neglecting the particulars of an outward scene for the general"
110 "impression. One day, however, when he had been conning one of his"
110 "music-scores, and by force of imagination was hearing the tune in his"
110 "head, he lapsed into listlessness, and the music-sheet rolled to the"
110 "hearth. He looked at the fire of logs, with its one flame pirouetting"
110 "on the top in a dying dance after the breakfast-cooking and boiling,"
110 "and it seemed to jig to his inward tune; also at the two chimney crooks"
110 "dangling down from the cotterel, or cross-bar, plumed with soot, which"
110 "quivered to the same melody; also at the half-empty kettle whining an"
110 "accompaniment. The conversation at the table mixed in with his"
110 "phantasmal orchestra till he thought: “What a fluty voice one of those"
110 "milkmaids has! I suppose it is the new one.”"
110 ""
110 "Clare looked round upon her, seated with the others."
110 ""
110 "She was not looking towards him. Indeed, owing to his long silence, his"
110 "presence in the room was almost forgotten."
110 ""
110 "“I don’t know about ghosts,” she was saying; “but I do know that our"
110 "souls can be made to go outside our bodies when we are alive.”"
110 ""
110 "The dairyman turned to her with his mouth full, his eyes charged with"
110 "serious inquiry, and his great knife and fork (breakfasts were"
110 "breakfasts here) planted erect on the table, like the beginning of a"
110 "gallows."
110 ""
110 "“What—really now? And is it so, maidy?” he said."
110 ""
110 "“A very easy way to feel ’em go,” continued Tess, “is to lie on the"
110 "grass at night and look straight up at some big bright star; and, by"
110 "fixing your mind upon it, you will soon find that you are hundreds and"
110 "hundreds o’ miles away from your body, which you don’t seem to want at"
110 "all.”"
110 ""
110 "The dairyman removed his hard gaze from Tess, and fixed it on his wife."
110 ""
110 "“Now that’s a rum thing, Christianer—hey? To think o’ the miles I’ve"
110 "vamped o’ starlight nights these last thirty year, courting, or"
110 "trading, or for doctor, or for nurse, and yet never had the least"
110 "notion o’ that till now, or feeled my soul rise so much as an inch"
110 "above my shirt-collar.”"
110 ""
110 "The general attention being drawn to her, including that of the"
110 "dairyman’s pupil, Tess flushed, and remarking evasively that it was"
110 "only a fancy, resumed her breakfast."
110 ""
110 "Clare continued to observe her. She soon finished her eating, and"
110 "having a consciousness that Clare was regarding her, began to trace"
110 "imaginary patterns on the tablecloth with her forefinger with the"
110 "constraint of a domestic animal that perceives itself to be watched."
110 ""
110 "“What a fresh and virginal daughter of Nature that milkmaid is!” he"
110 "said to himself."
110 ""
110 "And then he seemed to discern in her something that was familiar,"
110 "something which carried him back into a joyous and unforeseeing past,"
110 "before the necessity of taking thought had made the heavens gray. He"
110 "concluded that he had beheld her before; where he could not tell. A"
110 "casual encounter during some country ramble it certainly had been, and"
110 "he was not greatly curious about it. But the circumstance was"
110 "sufficient to lead him to select Tess in preference to the other pretty"
110 "milkmaids when he wished to contemplate contiguous womankind."
110 ""
110 ""
110 "<CHAPTER XIX>"
110 ""
110 "In general the cows were milked as they presented themselves, without"
110 "fancy or choice. But certain cows will show a fondness for a particular"
110 "pair of hands, sometimes carrying this predilection so far as to refuse"
110 "to stand at all except to their favourite, the pail of a stranger being"
110 "unceremoniously kicked over."
110 ""
110 "It was Dairyman Crick’s rule to insist on breaking down these"
110 "partialities and aversions by constant interchange, since otherwise, in"
110 "the event of a milkman or maid going away from the dairy, he was placed"
110 "in a difficulty. The maids’ private aims, however, were the reverse of"
110 "the dairyman’s rule, the daily selection by each damsel of the eight or"
110 "ten cows to which she had grown accustomed rendering the operation on"
110 "their willing udders surprisingly easy and effortless."
110 ""
110 "Tess, like her compeers, soon discovered which of the cows had a"
110 "preference for her style of manipulation, and her fingers having become"
110 "delicate from the long domiciliary imprisonments to which she had"
110 "subjected herself at intervals during the last two or three years, she"
110 "would have been glad to meet the milchers’ views in this respect. Out"
110 "of the whole ninety-five there were eight in particular—Dumpling,"
110 "Fancy, Lofty, Mist, Old Pretty, Young Pretty, Tidy, and Loud—who,"
110 "though the teats of one or two were as hard as carrots, gave down to"
110 "her with a readiness that made her work on them a mere touch of the"
110 "fingers. Knowing, however, the dairyman’s wish, she endeavoured"
110 "conscientiously to take the animals just as they came, excepting the"
110 "very hard yielders which she could not yet manage."
110 ""
110 "But she soon found a curious correspondence between the ostensibly"
110 "chance position of the cows and her wishes in this matter, till she"
110 "felt that their order could not be the result of accident. The"
110 "dairyman’s pupil had lent a hand in getting the cows together of late,"
110 "and at the fifth or sixth time she turned her eyes, as she rested"
110 "against the cow, full of sly inquiry upon him."
110 ""
110 "“Mr Clare, you have ranged the cows!” she said, blushing; and in making"
110 "the accusation, symptoms of a smile gently lifted her upper lip in"
110 "spite of her, so as to show the tips of her teeth, the lower lip"
110 "remaining severely still."
110 ""
110 "“Well, it makes no difference,” said he. “You will always be here to"
110 "milk them.”"
110 ""
110 "“Do you think so? I _hope_ I shall! But I don’t _know_.”"
110 ""
110 "She was angry with herself afterwards, thinking that he, unaware of her"
110 "grave reasons for liking this seclusion, might have mistaken her"
110 "meaning. She had spoken so earnestly to him, as if his presence were"
110 "somehow a factor in her wish. Her misgiving was such that at dusk, when"
110 "the milking was over, she walked in the garden alone, to continue her"
110 "regrets that she had disclosed to him her discovery of his"
110 "considerateness."
110 ""
110 "It was a typical summer evening in June, the atmosphere being in such"
110 "delicate equilibrium and so transmissive that inanimate objects seemed"
110 "endowed with two or three senses, if not five. There was no distinction"
110 "between the near and the far, and an auditor felt close to everything"
110 "within the horizon. The soundlessness impressed her as a positive"
110 "entity rather than as the mere negation of noise. It was broken by the"
110 "strumming of strings."
110 ""
110 "Tess had heard those notes in the attic above her head. Dim, flattened,"
110 "constrained by their confinement, they had never appealed to her as"
110 "now, when they wandered in the still air with a stark quality like that"
110 "of nudity. To speak absolutely, both instrument and execution were"
110 "poor; but the relative is all, and as she listened Tess, like a"
110 "fascinated bird, could not leave the spot. Far from leaving she drew up"
110 "towards the performer, keeping behind the hedge that he might not guess"
110 "her presence."
110 ""
110 "The outskirt of the garden in which Tess found herself had been left"
110 "uncultivated for some years, and was now damp and rank with juicy grass"
110 "which sent up mists of pollen at a touch; and with tall blooming weeds"
110 "emitting offensive smells—weeds whose red and yellow and purple hues"
110 "formed a polychrome as dazzling as that of cultivated flowers. She went"
110 "stealthily as a cat through this profusion of growth, gathering"
110 "cuckoo-spittle on her skirts, cracking snails that were underfoot,"
110 "staining her hands with thistle-milk and slug-slime, and rubbing off"
110 "upon her naked arms sticky blights which, though snow-white on the"
110 "apple-tree trunks, made madder stains on her skin; thus she drew quite"
110 "near to Clare, still unobserved of him."
110 ""
110 "Tess was conscious of neither time nor space. The exaltation which she"
110 "had described as being producible at will by gazing at a star came now"
110 "without any determination of hers; she undulated upon the thin notes of"
110 "the second-hand harp, and their harmonies passed like breezes through"
110 "her, bringing tears into her eyes. The floating pollen seemed to be his"
110 "notes made visible, and the dampness of the garden the weeping of the"
110 "garden’s sensibility. Though near nightfall, the rank-smelling"
110 "weed-flowers glowed as if they would not close for intentness, and the"
110 "waves of colour mixed with the waves of sound."
110 ""
110 "The light which still shone was derived mainly from a large hole in the"
110 "western bank of cloud; it was like a piece of day left behind by"
110 "accident, dusk having closed in elsewhere. He concluded his plaintive"
110 "melody, a very simple performance, demanding no great skill; and she"
110 "waited, thinking another might be begun. But, tired of playing, he had"
110 "desultorily come round the fence, and was rambling up behind her. Tess,"
110 "her cheeks on fire, moved away furtively, as if hardly moving at all."
110 ""
110 "Angel, however, saw her light summer gown, and he spoke; his low tones"
110 "reaching her, though he was some distance off."
110 ""
110 "“What makes you draw off in that way, Tess?” said he. “Are you afraid?”"
110 ""
110 "“Oh no, sir—not of outdoor things; especially just now when the"
110 "apple-blooth is falling, and everything is so green.”"
110 ""
110 "“But you have your indoor fears—eh?”"
110 ""
110 "“Well—yes, sir.”"
110 ""
110 "“What of?”"
110 ""
110 "“I couldn’t quite say.”"
110 ""
110 "“The milk turning sour?”"
110 ""
110 "“No.”"
110 ""
110 "“Life in general?”"
110 ""
110 "“Yes, sir.”"
110 ""
110 "“Ah—so have I, very often. This hobble of being alive is rather"
110 "serious, don’t you think so?”"
110 ""
110 "“It is—now you put it that way.”"
110 ""
110 "“All the same, I shouldn’t have expected a young girl like you to see"
110 "it so just yet. How is it you do?”"
110 ""
110 "She maintained a hesitating silence."
110 ""
110 "“Come, Tess, tell me in confidence.”"
110 ""
110 "She thought that he meant what were the aspects of things to her, and"
110 "replied shyly—"
110 ""
110 "“The trees have inquisitive eyes, haven’t they?—that is, seem as if"
110 "they had. And the river says,—‘Why do ye trouble me with your looks?’"
110 "And you seem to see numbers of to-morrows just all in a line, the first"
110 "of them the biggest and clearest, the others getting smaller and"
110 "smaller as they stand farther away; but they all seem very fierce and"
110 "cruel and as if they said, ‘I’m coming! Beware of me! Beware of me!’"
110 "... But _you_, sir, can raise up dreams with your music, and drive all"
110 "such horrid fancies away!”"
110 ""
110 "He was surprised to find this young woman—who though but a milkmaid had"
110 "just that touch of rarity about her which might make her the envied of"
110 "her housemates—shaping such sad imaginings. She was expressing in her"
110 "own native phrases—assisted a little by her Sixth Standard"
110 "training—feelings which might almost have been called those of the"
110 "age—the ache of modernism. The perception arrested him less when he"
110 "reflected that what are called advanced ideas are really in great part"
110 "but the latest fashion in definition—a more accurate expression, by"
110 "words in _logy_ and _ism_, of sensations which men and women have"
